the horizon , in effect , is unstable and transforms into a singularity in the presence of two colliding , or even a single propagating null shell . let us note as an alternative interpretation that the metric ( 43 ) may be considered as a colliding em waves in a de sitter background . collision of em waves creates an unstable horizon in the de sitter space which is otherwise regular for @xmath137 and @xmath138 . in this paper we have analysed the stability of qr singularities in the cpbs spacetime . three types of test fields are used
we have analysed the stability of qr singularities in the cpbs spacetime . three types of test fields are used to probe the stability . first we have applied test em field to the background cpbs spacetime . from the analyses we observed that the qr singularity in the incoming region becomes unstable according to the conjecture , and it is transformed into nsc singularity . this is the prediction of the conjecture . however , the exact back - reaction solution shoes that beside the true singularities on the null boundaries @xmath139 and @xmath140 . there are quasiregular singularities
metric of cpbs and colliding shells can be represented by @xmath130 this amounts to the substitutions @xmath131 where @xmath132 correspond to the metric functions of the cpbs solution . under this substitutions the scale invariant weyl scalars remain invariant ( or at most multiplied by a conformal factor ) because @xmath133 is the combination that arise in those scalars . the scalar curvature , however , which was zero in the case of cpbs now arises as nonzero and becomes divergent as we approach the horizon . appendix c gives the scalar quantities @xmath134 and @xmath135 . thus the exact

Question: What is the search query to find information about the stability of the horizon against added sources for the Cx metric with type -d interaction region and without scalar curvature singularities? ""Stability of the horizon against added sources for the Cx metric with type -d interaction region and without scalar curvature singularities"""
"Answer ONLY using the provided context. If not in context, say 'I don't know.'

Context:
are important to obtain a complete kinematical determination of neutrino - nucleus scattering and a clear understanding of neutrino - nucleus reactions is crucial for the analysis of experimental measurements . the argoneut collaboration has recently reported @xcite a measurement of the muon neutrino charged - current ( cc ) flux - averaged differential cross section on @xmath0ar in an energy range up to 50 gev . a liquid argon detector is very interesting because it has excellent potentialities to make precise measurements of a very large class of neutrino interactions from the mev energy scale to multi - gev
the argoneut experiment , with average neutrino energy of @xmath1 gev , requires the use of a relativistic model , where not only relativistic kinematics is considered , but also nuclear dynamics and current operators are described within a relativistic framework . the first measurement of the charged - current quasielastic ( ccqe ) flux - averaged double - differential muon neutrino cross section on @xmath2c by the miniboone collaboration @xcite has raised extensive discussions . in particular , the experimental cross section is usually underestimated by the relativistic fermi gas model and by other more sophisticated models based on
make precise measurements of a very large class of neutrino interactions from the mev energy scale to multi - gev events @xcite . the argoneut measurement has proven the validity of this experimental technique and , hoperfully , new data will be available in the future . for instance , a calculation of neutrino capture cross sections for solar neutrinos that could be addressed by this new generation of detectors is presented in @xcite . the energy region considered in the argoneut experiment , with average neutrino energy of @xmath1 gev , requires the use of a relativistic model ,
angular and momentum distributions of the neutrinos are simulated using pythia @xcite . this results in an expected cc rate in the last interaction length of the muon shield of @xmath130 per @xmath131 protons on target if a cu target were used . as a cross - check geant @xcite is used to simulate the neutrino spectrum produced by a 400gev proton beam on a cu target . this yields a cc rate four times larger than the estimate based on the charm data . replacing the cu target by a w target lowers the cc rate by @xmath132% .
. the muon shield described above is designed to stop muons with momenta of up to 400gev , thus reducing muon - induced backgrounds to a negligible level . the rate of charged - current neutrino interactions ( cc ) occurring at the downstream end of the muon shield is estimated by extrapolating from a measurement by charm @xcite , which used 400gev protons impinging on a cu target . to extrapolate this measurement to the proposed geometry , the angular and momentum distributions of the neutrinos are simulated using pythia @xcite . this results in an expected cc rate

Question: What is the specific energy range and the target material for the recent muon neutrino charged-current cross section measurement reported by the Argoneut collaboration? The specific energy range for the recent muon neutrino charged-current cross section measurement reported by the Argoneut collaboration is up to 50 GeV. The target material they used was argon."
"Answer ONLY using the provided context. If not in context, say 'I don't know.'

Context:
that a similar analysis was not possible for the @xmath82-site cluster with @xmath26 holes . the reason is essentially that for some momenta there are no more sharp ` peaks ' , but rather a multitude of densely spaced small peaks . due to this , we were not able to assign any defined ` bands ' , or groups of peaks which showed a systematic scaling of their excitation energy . we have also performed this kind of analysis for the @xmath82 site cluster with @xmath83 holes and found no more indication of the energy scale @xmath2 : at
] shows the photoemission spectra for the @xmath66-site cluster , with two holes . we first consider the left hand panel , where energies are measured in units of @xmath2 . comparing with fig . [ fig5 ] , some similarities are quite obvious : the excitation energies of the topmost peaks at @xmath46 , @xmath68 are independent of @xmath0 ( although the spectra for @xmath25@xmath13@xmath26 show a slight deviation ) so that we can identify a ` band ' of states with energy scale @xmath2 . the situation actually is not entirely clear , in that the peak at
discussion of the 1d model at half - filling . figure [ fig1 ] shows the electron removal spectra for the @xmath22-site ring . let us first consider the left panel , where energies are measured in units of @xmath2 . then , one can distinguish different types of states according to their scaling behavior with @xmath0 : there is one ` band ' of peaks ( connected by the thin full line ) whose energies relative to the single - hole ground state at @xmath23@xmath13@xmath24 remains practically unchanged under a variation of @xmath0 , i.e. , these states have
which have @xmath0 as their energy scale . these reach the fermi energy at @xmath5 , giving rise to a second fermi point . while the resolution in @xmath23 and @xmath84 available in our finite clusters is not sufficient to make statements about extreme low energy excitations , the positions of the singularities in the electron momentum distribution as determined from exact solutions clearly shows that both branches of states indeed do touch @xmath3 . the two singularities may be thought of enclosing a hole pocket of extent @xmath85 , which is essentially the image of the holon fermi surface
situation in 1d . the formation of bound states of spinon and holon , resulting in a split - off band of spin - bag like spin @xmath21 fermions explains this in a natural way . we return to 1d and consider the doped case . figure [ fig5 ] shows the spectral function for the @xmath22-site ring with @xmath26 holes . measuring excitation energies in units of @xmath2 ( left panel ) we can again identify the spinon band . for @xmath26 holes in @xmath22 sites the nominal fermi momentum is @xmath4@xmath13@xmath52 ( i.e. , half way between @xmath31

Question: Search for ""analysis of density of states for systems with closely spaced small peaks and absence of defined bands or systematic scaling of excitation energy in xmath82-site cluster with xmath83 holes"" The analysis of density of states for systems with closely spaced small peaks and the absence of defined bands or systematic scaling of excitation energy in the xmath82-site cluster with xmath83 holes was not possible due to the multitude of densely spaced small peaks, which prevented the assignment of any defined bands or groups of peaks that showed a systematic scaling of their excitation energy."
"Answer ONLY using the provided context. If not in context, say 'I don't know.'

Context:
states . on one hand , this restriction makes the non - unital non - markovianity measure vanish when the quantum processes are unital , no matter they are markovian or non - markovian ; on the other hand , this restriction reflects that non - unital non - markovianity measure reveals only a part of information concerning the non - markovian behaviors . to illustrate the non - unital non - markovian behavior , we give an example in this section . we use the generalized amplitude damping channel ( gadc ) as a prototype to construct a quantum
] , we apply the non - unital non - markovianity measure on a family of quantum processes , which are constructed from the generalized amplitude damping channels . section [ sec : conclusion ] is the conclusion . the states of a quantum system can be described by the density operator @xmath1 , which is positive semidefinite and of trace one . quantum channels , or quantum operations , are completely positive and trace - preserving ( cpt ) maps from density operators to density operators , and can be represented by kraus operators , choi - jamiokowski matrices
as follows . in sec . [ review ] , we give a brief review on the representation of density operators and quantum channels with hermitian orthonormal operator basis , and various measures on non - markovianity . in sec . [ sec : non - unital - nm ] , we investigate the non - unitality and the non - unital non - markovianity and give the corresponding quantitative measures respectively . in sec . [ sec : example ] , we apply the non - unital non - markovianity measure on a family of quantum processes , which
- unital non - markovianity , and also defined a measure on the non - unitality , in the same spirit as blp non - markovianity measure . like non - markovianity , the non - unitality is another interesting feature of the quantum dynamics . with the development of quantum technologies , we need novel theoretical approaches for open quantum systems . it is expected that some quantum information methods would help us to understand some generic features of quantum dynamics . we hope this work may draw attention to study more dynamical properties from the informational perspective .
is a quantum channel , namely , @xmath42 is a cpt map . some measures on non - markovianity by the negativity of the choi - jamiokowski matrix for mediate dynamical maps @xmath65have been given and discussed in refs . @xcite . in this work we would use one of these measures , which was proposed by rivas , huelga and plenio ( rhp ) in ref . they utilize the negativity of the choi - jamiokowski matrix @xmath76 for the mediate dynamical maps with the definition @xmath77 where @xmath78 \(iii ) monotonicity of correlations @xmath79 under local quantum channels

Question: Search for ""non-unital non-Markovianity measure on generalized amplitude damping channels represented by Kraus operators and Choi-Jamiokowski matrices"" The provided context discusses the investigation of non-unital non-Markovianity on a family of quantum processes constructed from the generalized amplitude damping channels (GADC). These quantum processes are represented by Kraus operators and Choi-Jamiokowski matrices. The non-unital non-Markovianity measure used in this work is the one proposed by Rivas, Huelga, and Plenio (RHP)."
"Answer ONLY using the provided context. If not in context, say 'I don't know.'

Context:
the shock that are more radio luminous than the lower - j transitions . the radio emission is quite likely sensitive to the most compressed regions of the shock where cosmic ray particles are accelerated more strongly @xcite , whereas the brightest x - ray patches are likely due to the fastest regions of the shock @xcite . as already mentioned the `` bridge '' emission is detected only faintly in the x - ray and is weak or absent at radio continuum wavelengths . this noticeable difference compared to the main shock likely implies that the conditions that give
seen in figure [ fig : xray_rad]a , but is strongly detected in h@xmath9 . we find a similar picture in the radio continuum ( fig . [ fig : xray_rad]c & d ) with the s(0 ) line demonstrating correspondence with the main shock , but dominated by emission in the north where we observe less powerful radio emission . the s(3 ) ( and s(2)see fig . 2c ) line presents a much tighter correlation with regions of the shock that are more radio luminous than the lower - j transitions . the radio emission is quite likely
8 image ( fig . [ fig : dust]b ) , appears weak . this confirms that these properties , observed in the @xcite observations of the shock core , extend to both the full extent of the main shock and the `` bridge '' . this , and the fact that the `` bridge '' has similar x - ray properties to the main shock ( see later ) suggests that the bridge is a `` scaled - down '' version of the main shock . the weaker radio continuum emission at this location is significant . one possibility
star formation of any age . thus , while it seems likely that star formation has occurred in the last few hundred myr , it also seems an unavoidable conclusion that there is no current star formation . to complete our set of diagnostics for ngc1068 , we consider also the radio continuum . this is clearly dominated by phenomena associated with the agn and jets , and our best estimate of the flux density away from these features is given by the lowest contour in maps such as figure 1 of @xcite . from this we estimate an upper
'' version of the main shock . the weaker radio continuum emission at this location is significant . one possibility , that the `` bridge '' is older than the main shock , and the cosmic rays compressed in it have diffused away , will be discussed further in paper ii.thus the new irs observations seem to suggest that more than one large - scale group - wide shock is present in the group . this could be the result of previous tidal interactions and imply multiple shock heating events have taken place in sq , consistent with what is

Question: What is the search query related to the ""weaker radio continuum emission at this location"" in the context of the excerpt? ""weaker radio continuum emission at this location"" in the context of the excerpt could be related to search queries such as:

1. ""Weak radio emission in NGC1068 bridge""
2. ""Cause of weaker radio continuum in NGC1068 bridge""
3. ""Comparison of radio continuum emission between NGC1068 bridge and main shock""
4. ""Possible reasons for weaker radio continuum in NGC1068 bridge""
5. ""Implications of weaker radio continuum in NGC1068 bridge for"
"Answer ONLY using the provided context. If not in context, say 'I don't know.'

Context:
no . phy05 - 51164 . rd aknowledges the interesting and useful discussions he had there with eliot quartaert , norm murray , julian krolik and todd thompson . _ facilities : _ , . this appendix contains specific details on the individual objects . we summarize our published results from near infrared adaptive optics spectroscopy of individual objects , and present a brief analysis of the new data for several other objects . the aim of re - assessing the data for mkn231 that has already been published is to ensure that it is analysed using stars in a
two metal lines , namely @xmath10neii@xmath11$]12.81and @xmath10siii@xmath11$]34.82 ( this data has been reanalysed and is presented in appendix b ) . in this section we discuss the spatial distribution of emission from the @xmath10feii@xmath11$]25.99 , @xmath10oiv@xmath11$]25.89 , @xmath10siii@xmath11$]33.48 , @xmath10siii@xmath11$]34.82 , @xmath10neii@xmath11$]12.81 and @xmath10neiii@xmath11$]15.56 lines . in figure [ fig : fs ] we present the specific intensity contours of the @xmath10feii@xmath11$]25.99 and @xmath10oiv@xmath11$]25.89 blend , @xmath10siii@xmath11$]33.48 and @xmath10siii@xmath11$]34.82 emission lines . given the low spectral resolution of the sl and ll modules of _ spitzer _ , we can not distinguish between emission from @xmath10fe ii@xmath11$]25.99 and @xmath10oiv@xmath11$]25.89 .
, observations , data reduction , psf estimation , and extraction of the emission and absorption line morphologies and kinematics . in [ sec : diag ] we discuss the observational diagnostics and modelling tools . brief analyses of the relevant facets of our new data for the individual objects are provided in appendix [ sec : obj ] , where we also summarise results of our previously published data , re - assessing them where necessary to ensure that all objects are analysed in a consistent manner . the primary aims of our paper are addressed in [ sec
- broadened molecular lines of its spectrum . the spectrum of gl 229b is formed of a forest of unresolved molecular lines maily due to h@xmath8o , ch@xmath9 , and nh@xmath3 . because of the limitations of the ch@xmath9 and nh@xmath3 opacity data bases , a detailed study of molecular features is best performed in spectral domains where these two molecules do not contribute significantly to the opacity . spectroscopic observations with a resolution of @xmath141 can reveal the shape of individual h@xmath8o lines in regions where they are relatively sparse , _ e.g. _ from 2.08 to 2.105@xmath13 m
of the measured spectrum . using the simulated data sets chepurnov & lazarian ( 2006ab ) experimentally established that the acceptable number of lines ranges from 5 to 10 . for weak absorption , the absorption and emission lines can be analyzed in the same way , namely , the way suggested in lp06 . for this case , the statistics to analyse is the squared fourier transform of the doppler - shifted spectral line , irrespectively of the fact whether this is an emission or an absorption spectral line . such a `` spectrum of spectrum '' is not

Question: What are the specific spectral lines analyzed in the reanalyzed data presented in appendix B of the study @xcite? The specific spectral lines analyzed in the reanalyzed data presented in appendix B of the study are @xmath10feii@xmath11$]25.99, @xmath10oiv@xmath11$]25.89, @xmath10siii@xmath11$]33.48, @xmath10siii@xmath11$]34.82, @xmath10neii@xmath11$]12.81, and @xmath10neiii"
"Answer ONLY using the provided context. If not in context, say 'I don't know.'

Context:
see , fig . [ magnet]a ) for barrier transparency @xmath173 . the electron - like and hole - like energy branches corresponding to @xmath174 , touch each other at maximal transmission when @xmath175 , creating a zero - energy state at the center of the brillouin zone . the variation of @xmath58 and @xmath3 changes a character of @xmath33- and @xmath176-dependencies * of @xmath177*. note that since the gap between them vanishes at @xmath178 , it might be possible to have a @xmath9 periodic component of the josephson current in case of landau - zener transitions with a finite
to have a @xmath9 periodic component of the josephson current in case of landau - zener transitions with a finite transmission probability between two states . this case will be investigated somewhere else . [ h ! ] ) , on the order parameter phase difference at @xmath179 and ( a ) @xmath180 , @xmath181 ; ( b ) @xmath182 , @xmath183 , @xmath184.,title=""fig:"",height=188 ] ) , on the order parameter phase difference at @xmath179 and ( a ) @xmath180 , @xmath181 ; ( b ) @xmath182 , @xmath183 , @xmath184.,title=""fig:"",height=188 ] _ absence of in - plane zeeman field
energy branches touche each other . finally , the touching of the two branches @xmath238 and @xmath239 for @xmath215 and @xmath216 is presented in fig . [ crossing](c ) . as it was mentioned above , these feature might be responsible for a @xmath240 periodicity in case of landau - zener transitions with a finite transmission probability between two states . the contribution of the andreev bound state to the josephson current can be calculated using to the expression @xmath241 where @xmath242 signifies all states which give a contribution to the current , and @xmath243 is the fermi occupation number
@xmath215 and @xmath216 ( thin curves ) , and of @xmath215 and @xmath217 ( thick curves ) which may make the oscillation period @xmath9 in the landau - zenner sense.,title=""fig:"",height=170 ] at different @xmath213 . amplitude of the energy oscillation increases with @xmath213 ; ( b ) mutual optimal values of @xmath213 and @xmath64 at which electron- and hole - energy branches are crossed , creating a zero - energy mode ; ( c ) the andreev bound state energies @xmath214 touches at particular values of @xmath215 and @xmath216 ( thin curves ) , and of @xmath215 and @xmath217 (
) , and of @xmath215 and @xmath217 ( thick curves ) which may make the oscillation period @xmath9 in the landau - zenner sense.,title=""fig:"",height=170 ] at different @xmath213 . amplitude of the energy oscillation increases with @xmath213 ; ( b ) mutual optimal values of @xmath213 and @xmath64 at which electron- and hole - energy branches are crossed , creating a zero - energy mode ; ( c ) the andreev bound state energies @xmath214 touches at particular values of @xmath215 and @xmath216 ( thin curves ) , and of @xmath215 and @xmath217 ( thick curves ) which may make

Question: ""What is the relationship between the variation of @xmath58 and @xmath3, and the @xmath33- and @xmath176-dependencies in the context of Landau-Zener transitions with a finite gap at @xmath178, where the gap vanishes?"" In the context provided, the variation of @xmath58 and @xmath3 changes the character of @xmath33- and @xmath176-dependencies in Landau-Zener transitions with a finite gap at @xmath178. When the gap vanishes, it might be possible to have a @xmath9 periodic component of the Josephson current. This is because the electron- and hole-like energy branches touch each other, which can affect the dependencies of @xmath33 and @xmath176. However, the specific nature of this relationship isn't"
"Answer ONLY using the provided context. If not in context, say 'I don't know.'

Context:
} } ] ^{(0 ) } \ , | n \rangle \right\ } . \label{eq : inthe20is}\end{aligned}\ ] ] as pointed out before , @xmath95 is @xmath104 times the isoscalar combination of standard sachs - electric form factor of the nucleon . analogously , we may call @xmath96 the gravitoelectric form factor of the nucleon ( its quark part ) , since it is related to the nonforward nucleon matrix elements of the quark part of the qcd energy momentum tensor . the other generalized form factors can be obtained in a similar way . the isovector part of the
@xmath0-th moments of gpds . in the present study , we confine ourselves to the 1st and the 2nd moments , which respectively corresponds to the standard electromagnetic form factors of the nucleon and the so - called gravitational form factors . we are especially interested in the second one , since they are believed to contain valuable information on the spin contents of the nucleon through ji s angular momentum sum rule @xcite,@xcite . for each isospin channel , the 1st and the 2nd moments of @xmath89 define the sachs - electric and gravito - electric form factors as
of the nucleon . undoubtedly , this can not be unrelated to the fact that the above two lattice simulations were performed with unrealistically heavy pion mass . we have also tried to figure out the underlying spin contents of the nucleon through the analysis of the gravitoelectric and gravitomagnetic form factors of the nucleon , by taking care of the pion mass despondencies as well as of the scale dependencies of the relevant quantities . after taking account of the scale dependencies by means of the qcd evolution equations at the nlo in the @xmath274 scheme , the cqsm
next - to - leading order of @xmath78 , so that they are given as double sums over the single - quark orbitals in the hedgehog mean field as @xmath138 and @xmath139 we recall that @xmath140 just coincides with the known expression of the isoscalar sachs - magnetic form factor of the nucleon in the cqsm @xcite . on the other hand , @xmath141 is sometimes called the gravitomagnetic form factor of the nucleon ( its isoscalar part ) , which we can evaluate within the qcsm based on the above theoretical expression . finally , the leading - order
on the nucleon and nuclei @xmath4c and @xmath5li @xcite . .[tab1]electromagnetic form factors obtained in experiments on the nucleon . the virtual photon momentum @xmath3 is given in units of the pion mass . [ cols=""^,^,^,^,^,^,^,^,^,^,^"",options=""header "" , ] in table [ tab1 ] , we present values of the electromagnetic form factors obtained in experiments on the nucleon . in tab . [ tab1 ] , the same experimental errors are given for @xmath171 and @xmath172 because in this @xmath3-range these form factors can be connected with each other via the spectral function by the relation @xmath173 . the

Question: What is the search query for the ""gravitoelectric form factor of the nucleon (its quark part)""? ""gravitoelectric form factor of the nucleon (its quark part) quantum chromodynamics energy momentum tensor"""
"Answer ONLY using the provided context. If not in context, say 'I don't know.'

Context:
value of @xmath193 , i.e. , @xmath339 , but which is also capable to reproduce the experimental value of the pion charge radius . evidently , to increase the radius , we should take a density which is larger for large @xmath32 than @xmath340 . since the overall integral normalization of the density is kept fixed , this can be achieved only by decreasing the density for small @xmath32 values . consider a simple ansatz ( see fig.[rhomod ] ) @xmath341 \ , \end{aligned}\ ] ] with @xmath342 . it has both the desired value for @xmath343 and satisfies the
condensate vanishes together with the quark mass . to illustrate a possible change in the form factor predictions due to the softening of the ir wall , we proposed an ansatz for the pion density function and used the vector current source from the soft - wall model considered in ref . @xcite . we demonstrated that this ansatz is capable to fit the experimental value of the pion charge radius . it also closely follows the data in the @xmath375gev@xmath328 region , while still overshoots available data in the @xmath376gev@xmath328 region . the basic source of this discrepancy is
@xmath240 . in particular , the @xmath1-meson density is more than two times larger for @xmath241 , which corresponds to the hard - wall model result that @xmath242 is essentially larger than @xmath193 . it is interesting to investigate how well these values @xmath243 and @xmath244 describe another important low - energy characteristics of the pion its charge radius . using the @xmath245-expansion of the vector source @xcite @xmath246 + \ldots\end{aligned}\ ] ] and explicit form of the density @xmath247 \ , \end{aligned}\ ] ] where @xmath248 , we obtain for the pion charge radius : @xmath249 \ , \rho
demonstrated that , just like in the @xmath1-meson case @xcite , the pion form factor is given by an integral involving the function @xmath337 that has the meaning of the charge density inside the pion . however , in distinction to the @xmath1-case , when the density was simply given by @xmath359 , the pion density has an additional term proportional to @xmath360 and entering with the @xmath32-dependent coefficient reflecting the mechanism of the spontaneous symmetry breaking . both terms are required for normalization of the form factor at @xmath361 . we found an analytic expression for the pion decay
represent our result for the pion form factor as @xmath173 \equiv \int_{0}^{z_0 } dz \ z \ { \cal j } ( q , z)\ , \rho ( z ) \ , \end{aligned}\ ] ] and interpret the function @xmath174 as the radial distribution density , as it was done in refs . @xcite . note that keeping only the first term in square brackets gives an expression similar to our result @xcite for the @xmath1-meson form factor @xmath175 in terms of the function @xmath176 conjugate to the solution of the basic equation of motion . the value of @xmath177

Question: Search for ""density function with an ansatz of the form @xmath341 \ , \end{aligned}\ ] with @xmath342 satisfying the condition that it reproduces the pion charge radius and has a larger density for large @xmath32 than @xmath340 while maintaining overall integral normalization by decreasing the density for small @xmath32 values."" The provided context discusses a density function with an ansatz of the form @xmath341 \ , \end{aligned}\ ] with @xmath342 that reproduces the pion charge radius and has a larger density for large @xmath32 than @xmath340 while maintaining overall integral normalization by decreasing the density for small @xmath32 values. This is the density function that was proposed to fit the experimental value of the pion charge radius."
"Answer ONLY using the provided context. If not in context, say 'I don't know.'

Context:
on @xmath313 is a family of maps called _ plots _ , which satisfies the following conditions : * every plot is a map from @xmath314 to @xmath313 . * if @xmath315 is a plot , @xmath316 and @xmath317 is a submersion , then @xmath318 is a plot . a _ differentiable space _ is a pair of a set and a differentiable structure on it . for any differentiable space @xmath313 , let @xmath319 . a map @xmath320 between differentiable spaces @xmath313 and @xmath321 is called _ smooth _ , if there holds @xmath322 the term `` plot ''
differentiable spaces @xmath313 and @xmath321 is called _ smooth _ , if there holds @xmath322 the term `` plot '' is originally used in the theory of chen s differentiable spaces ( @xcite ) and the theory of diffeological spaces ( @xcite , @xcite ) . our notion of differentiable spaces is weaker than these notions . in particular , in axioms of both of these spaces , it is required that all constant maps are plots , while we do not require this condition ( see example [ 150623_1 ] ( i)-(b ) below ) . [ 150623_1 ]
the following differentiable structure on @xmath321 : a map @xmath332 is a plot if @xmath333 is a plot of @xmath313 . 4 . let @xmath334 be a family of differentiable spaces parametrized by the nonempty set @xmath335 . the product @xmath336 has the following differentiable structure : @xmath337 is a plot if @xmath338 is a plot of @xmath339 for any @xmath340 ( @xmath341 denotes the projection to @xmath339 ) . two smooth maps @xmath342 are called _ smoothly homotopic _ , if there exists a smooth map @xmath343 such that @xmath344 @xmath345 is called a _ smooth homotopy _ between
always assume that any submersion is of class @xmath0 ) . we denote the resulting differentiable space as @xmath325 . + the identity map @xmath326 is smooth , but @xmath327 is not . 2 . @xmath328 has the following differentiable structure : a map @xmath329 is a plot if @xmath330 is of class @xmath0 . 3 . let @xmath313 be a differentiable space , @xmath321 a subset of @xmath313 , and @xmath331 be the inclusion map . one can define the following differentiable structure on @xmath321 : a map @xmath332 is a plot if @xmath333 is a plot of @xmath313
can define the differentiable space @xmath1320 as in the previous subsection . then , @xmath512 maps plots of @xmath1321 to plots of @xmath1320 . also , one may take @xmath1314 so that it maps plots of @xmath1320 to plots of @xmath1322 , and the diagrams ( [ eq : ejgj ] ) and ( [ eq : ejgj_2 ] ) commute up to smooth homotopy with these differentiable structures . hence we obtain @xmath1323 for every @xmath482 , let us consider the following diagram : @xmath1324\ar[ddd]\ar[rd]^{\star } & & & h^\dr_{*-d } ( \l^{e_j}_\reg { \,_{e}\!\!\times_{e } } \l^{e_j}_\reg)\ar[ld]_{\star}\ar[ddd ]

Question: ""What is the definition of a smooth map between differentiable spaces satisfying the condition of plots in the context of the xmath313 family?"" In the context provided, a smooth map between differentiable spaces @xmath313 and @xmath321, satisfying the condition of plots in the context of the xmath313 family, is a map @xmath320 such that for any @xmath340, @xmath320(@xmath338) is a plot of @xmath321 for any @xmath338 that is a plot of @xmath313. This means that the term ""plot"" holds for the composition of the map @xmath320"
"Answer ONLY using the provided context. If not in context, say 'I don't know.'

Context:
to a helical jet model . in a helical model , the intrinsic velocity could be constant while the orientation changes in time to produce the observed variations in the projected apparent velocities . such a model naturally reproduces the rotational symmetry of 1946 + 708 and has been found to explain observations over many years of the galactic jet in ss433 ( roberts et al . 2008 , hjellming & johnston 1981 ) . the path of the inner jet components of 1946 + 708 ( n5 and s5 ) both appear fairly straight to within the errors in
jets , and in particular if one considers also the earliest 5 ghz measurement ( c1 in fig . 4 ) , then there appears to have been a change in direction of several degrees . this favors the second explanation of a helically confined jet . likewise , the presence of continuous emission along the jet , well confined , even if traveling at different intrinsic velocities ( n5 vs n2 ) , supports the notional model of an intrinsically helical jet . from the modelfit analysis it is difficult to ascertain the expansion of the source . certainly
from a precessing nucleus ; or ( 2 ) helical confinement of the components . in the first case we would expect components to travel in straight lines at constant apparent velocities . in the latter case we would expect that components might travel along helical trajectories at apparent velocities that changed in time . although there is no strong evidence yet for deviations from constant apparent velocities , there do appear to be some wiggles or kinks in the jets , and in particular if one considers also the earliest 5 ghz measurement ( c1 in fig . 4
apparent separation speed is 0.72c , more like that of the n2/s2 pair ( 0.63 c ) , than the n5/s5 pair ( 1.4 c ) . observations over the next @xmath05 years should settle the issue of whether components emerge with their own , intrinsic set of velocities , or if they partake in some fixed pattern of acceleration and deceleration . if there is a fixed , repeating pattern , then it might be possible to relate it to a helical jet model . in a helical model , the intrinsic velocity could be constant while the orientation
intrinsically helical jet . from the modelfit analysis it is difficult to ascertain the expansion of the source . certainly it is clear that the motion is much slower than the jet components . unfortunately the southern hot spot is fairly faint and diffuse , so is correspondingly less amenable to modelfitting than the compact jet components . the northern hot spot does have a bright and compact feature , and one can measure with considerable accuracy its position relative to the core . the observed motion is @xmath70.01 mas / y , at the level that one has to

Question: Search for ""helical jet model with constant intrinsic velocity and time-varying orientation, explaining observations in galactic jet SS433"" The provided context discusses a helical jet model in the context of the galactic jet in SS433. This model suggests that the intrinsic velocity could be constant, while the orientation changes over time to produce observed variations in the projected apparent velocities. This model has been found to explain observations of SS433 over many years."
"Answer ONLY using the provided context. If not in context, say 'I don't know.'

Context:
dispersion ] . in this section we formulate the model of the surfactant - laden interface between an isotropic liquid and a nematic liquid crystal , used in the present paper , and write down the governing equations . we base our treatment upon the models of the nematic - isotropic interface by rey @xcite , and well known hydrodynamic description of isotropic liquids @xcite and nematic liquid crystals @xcite . we consider the case when the surfactant film induces homeotropic ( normal to the surface ) orientation of the nematic director , which is usually true in a range
water ) and a nematic liquid crystal.the main distinguishing features of such interfaces , are ( i ) the anchoring induced by the surfactant layer , ( ii ) the curvature energy of the interface , ( iii ) reduction of surface tension due to surfactant , and ( iv ) the anisotropy of the surface viscoelastic coefficients . we base our treatment on the mechanical model for anisotropic curved interfaces by rey @xcite , which takes into account anchoring and bending properties of the surfactant . we consider the case of the insoluble surfactant film that is in its
that the spectrum of surface waves has a more complicated structure than in the isotropic case , and allows the use surface scattering experiments to determine properties of nematic interfaces @xcite . since then , several theoretical and experimental advances have been made , and presently these systems remain a subject of investigation @xcite . the present paper presents a theoretical study of the dispersion of the surface waves at a monomolecular surfactant film between an isotropic liquid ( e.g. water ) and a nematic liquid crystal.the main distinguishing features of such interfaces , are ( i ) the anchoring
the results , and prof . p. d. i. fletcher for the discussion about surfactant - laden nematic - isotropic interfaces which instigated this work . the geometrical description we use is similar to that of that presented in works @xcite and @xcite . we choose the plane @xmath0 to coincide with the unperturbed interface , the half - space @xmath1 to be occupied by the uniaxial nematic liquid crystal , and the half - space @xmath2 to be filled by the isotropic liquid . let the position of a fluid particle at the interface be @xmath311 , where @xmath312
the dilatational mode in the case of a surfactant film at the interface between isotropic fluids , given by @xcite @xmath242 arises due to anisotropy of viscous dissipation in nematic . a new mode , specific to the nematic , is driven by relaxation of the director field to equilibrium due to anchoring at the interface and has the disperion law @xmath243 such relaxation is present even in absence of motion of the interface ( e.g. when the interface is solid ) , so that @xmath244 does not vanish at @xmath245 . for nematic - isotropic interfaces , the corresponding

Question: What are the specific models used to describe the nematic-isotropic interface, surfactant-laden interface, and nematic liquid crystals in the given context? In the given context, the models used to describe the nematic-isotropic interface are based on the work by Rey, as mentioned in @xcite. The surfactant-laden interface is described using the mechanical model for anisotropic curved interfaces by Rey, as presented in @xcite. The nematic liquid crystals are described using a well-known hydrodynamic description, also cited in @xcite."
"Answer ONLY using the provided context. If not in context, say 'I don't know.'

Context:
